CustomerID,Recency,Frequency,Monetary,Cluster,CustomerSegment
12515,353,1,303.75,0,At-Risk Customers
12516,78,2,961.36,2,Regular Customers
12517,28,5,1539.08,2,Regular Customers
12518,1,5,1363.63,1,High-Value Customers
12519,64,1,283.34,0,At-Risk Customers
12520,79,5,1852.22,2,Regular Customers
12521,143,1,324.22,0,At-Risk Customers
12522,39,2,177.87,0,At-Risk Customers
12523,19,11,1477.44,1,High-Value Customers
12524,9,8,3330.76,1,High-Value Customers
12526,1,3,879.15,2,Regular Customers
12527,82,3,241.91000000000003,0,At-Risk Customers
12528,9,6,1616.14,1,High-Value Customers
12530,60,4,1155.14,2,Regular Customers
12531,15,1,115.16,0,At-Risk Customers
12532,30,1,299.43,0,At-Risk Customers
12534,131,1,645.38,0,At-Risk Customers
12535,92,2,422.75,0,At-Risk Customers
12536,43,3,9753.560000000001,2,Regular Customers
12538,29,1,263.57,0,At-Risk Customers
12539,22,4,2948.15,2,Regular Customers
12540,20,17,10425.09,1,High-Value Customers
12541,30,3,727.83,2,Regular Customers
12544,36,1,285.04,0,At-Risk Customers
12545,75,2,606.94,2,Regular Customers
12546,47,2,650.58,2,Regular Customers
12547,198,2,157.4,0,At-Risk Customers
12548,166,1,60.4,0,At-Risk Customers
12550,79,1,603.53,0,At-Risk Customers
12551,358,1,48.5,0,At-Risk Customers
12552,39,2,324.82,2,Regular Customers
12553,8,10,2638.28,1,High-Value Customers
12556,50,2,453.4,2,Regular Customers
12557,16,5,7286.84,1,High-Value Customers
12558,8,1,234.04,2,Regular Customers
12559,311,2,541.01,0,At-Risk Customers
12560,5,3,1323.69,2,Regular Customers
12561,303,1,161.75,0,At-Risk Customers
12562,8,7,2454.4,1,High-Value Customers
12564,261,1,235.8,0,At-Risk Customers
12565,289,1,70.92,0,At-Risk Customers
12566,86,1,279.15,0,At-Risk Customers
12567,23,10,5843.45,1,High-Value Customers
12569,2,32,3474.51,1,High-Value Customers
12571,40,2,303.95,2,Regular Customers
12572,9,2,732.54,2,Regular Customers
12573,227,1,144.22,0,At-Risk Customers
12574,316,1,177.15,0,At-Risk Customers
12576,36,5,888.21,2,Regular Customers
12577,35,3,385.48,2,Regular Customers
12578,21,2,1723.67,2,Regular Customers
12579,78,1,269.57,0,At-Risk Customers
12580,247,1,219.7,0,At-Risk Customers
12581,40,1,127.50999999999999,0,At-Risk Customers
12582,239,2,403.44,0,At-Risk Customers
12583,3,15,5789.26,1,High-Value Customers
12584,4,9,1884.95,1,High-Value Customers
12585,234,2,1383.03,0,At-Risk Customers
12586,17,1,164.39000000000001,0,At-Risk Customers
12587,8,1,102.4,0,At-Risk Customers
12588,39,1,214.89999999999998,0,At-Risk Customers
12589,29,2,395.71,2,Regular Customers
12590,211,2,6149.66,2,Regular Customers
12591,317,1,318.9,0,At-Risk Customers
12592,92,2,233.3,0,At-Risk Customers
12593,109,3,221.89999999999998,0,At-Risk Customers
12594,38,10,2468.36,1,High-Value Customers
12596,51,2,556.05,2,Regular Customers
12597,19,4,2720.27,2,Regular Customers
12598,10,8,2013.82,1,High-Value Customers
12599,29,7,824.58,2,Regular Customers
12600,29,10,2256.9900000000002,1,High-Value Customers
12601,190,5,577.0600000000001,2,Regular Customers
12602,59,1,87.52,0,At-Risk Customers
12603,22,1,739.1999999999999,2,Regular Customers
12604,79,2,174.34,0,At-Risk Customers
12607,60,1,667.4,0,At-Risk Customers
12609,78,3,856.9,2,Regular Customers
12610,23,5,1482.14,2,Regular Customers
12611,52,1,684.41,2,Regular Customers
12612,74,1,356.04,0,At-Risk Customers
12613,57,5,1944.77,2,Regular Customers
12614,278,1,171.25,0,At-Risk Customers
12615,2,4,1726.1399999999999,1,High-Value Customers
12616,95,2,495.6,0,At-Risk Customers
12617,29,1,239.25,0,At-Risk Customers
12618,22,1,151.96,0,At-Risk Customers
12619,16,9,2508.34,1,High-Value Customers
12620,15,3,906.66,2,Regular Customers
12621,2,20,10459.69,1,High-Value Customers
12622,232,1,169.9,0,At-Risk Customers
12623,276,1,263.2,0,At-Risk Customers
12624,106,2,485.08,0,At-Risk Customers
12625,212,2,1977.44,2,Regular Customers
12626,23,9,4226.63,1,High-Value Customers
12627,11,7,2507.15,1,High-Value Customers
12628,4,3,549.93,2,Regular Customers
12630,10,2,818.32,2,Regular Customers
12631,57,1,414.42,0,At-Risk Customers
12633,59,4,1522.6200000000001,2,Regular Customers
12635,90,2,913.17,2,Regular Customers
12637,67,8,3363.43,1,High-Value Customers
12638,33,1,558.65,2,Regular Customers
12639,239,1,357.7,0,At-Risk Customers
12640,24,3,812.63,2,Regular Customers
12641,115,1,170.6,0,At-Risk Customers
12642,25,3,877.62,2,Regular Customers
12643,128,6,3090.24,2,Regular Customers
12644,130,1,328.22,0,At-Risk Customers
12645,34,4,1104.6000000000001,2,Regular Customers
12646,5,2,767.21,2,Regular Customers
12647,22,12,2942.06,1,High-Value Customers
12648,155,1,207.66,0,At-Risk Customers
12649,107,3,555.71,2,Regular Customers
12650,3,1,252.46,2,Regular Customers
12651,335,1,96.0,0,At-Risk Customers
12652,331,1,465.16999999999996,0,At-Risk Customers
12653,149,2,1855.63,2,Regular Customers
12654,11,5,448.38,2,Regular Customers
12656,17,5,2670.32,1,High-Value Customers
12657,11,4,1547.67,2,Regular Customers
12658,19,1,484.9,2,Regular Customers
12659,30,1,76.68,0,At-Risk Customers
12660,11,1,152.25,2,Regular Customers
12662,1,11,2709.29,1,High-Value Customers
12664,8,9,4058.6800000000003,1,High-Value Customers
12665,325,1,63.0,0,At-Risk Customers
12667,58,1,472.75,0,At-Risk Customers
12668,12,4,2748.32,2,Regular Customers
12669,151,3,1862.91,2,Regular Customers
12670,10,5,2162.35,1,High-Value Customers
12672,330,1,210.6,0,At-Risk Customers
12673,5,2,457.51,2,Regular Customers
12674,39,4,1361.58,2,Regular Customers
12676,25,6,1115.6,2,Regular Customers
12678,42,12,13232.08,1,High-Value Customers
12679,59,4,758.63,2,Regular Customers
12680,1,4,506.67,2,Regular Customers
12681,15,22,10303.49,1,High-Value Customers
12682,4,31,9339.32,1,High-Value Customers
12683,4,15,6081.89,1,High-Value Customers
12684,8,7,1780.01,1,High-Value Customers
12685,28,6,1971.63,2,Regular Customers
12686,372,1,68.97999999999999,0,At-Risk Customers
12688,114,1,3019.5299999999997,2,Regular Customers
12689,26,2,694.77,2,Regular Customers
12690,206,1,337.71000000000004,0,At-Risk Customers
12691,28,6,837.5999999999999,2,Regular Customers
12693,127,4,794.05,2,Regular Customers
12694,70,2,768.91,2,Regular Customers
12695,7,4,537.55,2,Regular Customers
12697,29,3,780.25,2,Regular Customers
12700,8,4,2548.35,1,High-Value Customers
12701,80,2,552.62,2,Regular Customers
12702,20,1,145.4,0,At-Risk Customers
12703,71,1,213.55,0,At-Risk Customers
12704,7,8,1920.71,1,High-Value Customers
12705,15,9,4396.7,1,High-Value Customers
12707,292,1,378.04,0,At-Risk Customers
12708,30,10,2000.01,1,High-Value Customers
12709,15,15,8484.64,1,High-Value Customers
12710,97,3,570.28,2,Regular Customers
12712,29,13,3331.23,1,High-Value Customers
12713,1,1,534.41,2,Regular Customers
12714,9,5,2760.54,1,High-Value Customers
12715,106,1,203.16,0,At-Risk Customers
12716,4,2,600.95,2,Regular Customers
12717,151,2,670.44,0,At-Risk Customers
12718,71,1,183.29,0,At-Risk Customers
12719,5,2,485.4,2,Regular Customers
12720,3,25,4233.95,1,High-Value Customers
12721,32,6,1773.61,2,Regular Customers
12722,85,4,735.28,2,Regular Customers
12723,4,5,550.98,2,Regular Customers
12724,5,4,557.4300000000001,2,Regular Customers
12725,371,1,219.9,0,At-Risk Customers
12726,28,7,1943.4,1,High-Value Customers
12727,11,7,3230.19,1,High-Value Customers
12728,71,4,743.39,2,Regular Customers
12729,114,1,257.63,0,At-Risk Customers
12731,24,12,13760.57,1,High-Value Customers
12732,180,1,129.22,0,At-Risk Customers
12733,234,1,368.65,0,At-Risk Customers
12734,353,1,55.199999999999996,0,At-Risk Customers
12735,315,2,480.99,0,At-Risk Customers
12736,333,1,187.2,0,At-Risk Customers
12738,372,1,105.55,0,At-Risk Customers
12739,78,2,633.08,2,Regular Customers
12740,64,1,215.1,0,At-Risk Customers
12743,134,2,333.8,0,At-Risk Customers
12744,52,7,18470.37,1,High-Value Customers
12747,2,11,3820.29,1,High-Value Customers
12748,1,209,25760.36,1,High-Value Customers
12749,4,5,2616.57,1,High-Value Customers
12750,129,1,181.48,0,At-Risk Customers
12752,81,1,2461.98,2,Regular Customers
12753,23,6,17711.93,1,High-Value Customers
12754,236,3,1625.55,2,Regular Customers
12755,281,2,3811.95,2,Regular Customers
12756,87,1,91.67999999999999,0,At-Risk Customers
12757,16,13,5770.26,1,High-Value Customers
12758,117,2,1226.31,2,Regular Customers
12759,52,3,1052.13,2,Regular Customers
12762,8,2,1365.32,2,Regular Customers
12763,138,2,296.62,0,At-Risk Customers
12764,317,1,1343.18,0,At-Risk Customers
12766,4,7,4671.84,1,High-Value Customers
12769,239,1,851.31,0,At-Risk Customers
12770,211,1,838.2099999999999,0,At-Risk Customers
12772,60,1,598.31,0,At-Risk Customers
12775,17,5,1013.54,2,Regular Customers
12778,20,6,667.45,2,Regular Customers
12779,38,8,3062.58,1,High-Value Customers
12781,64,2,769.86,2,Regular Customers
12782,5,5,1875.34,1,High-Value Customers
12783,2,6,1816.94,1,High-Value Customers
12784,9,2,418.87,2,Regular Customers
12785,364,1,200.95,0,At-Risk Customers
12787,10,3,412.98,2,Regular Customers
12789,65,1,91.85,0,At-Risk Customers
12790,192,1,188.92000000000002,0,At-Risk Customers
12791,374,1,192.60000000000002,0,At-Risk Customers
12792,257,1,243.33999999999997,0,At-Risk Customers
12793,335,2,399.73,0,At-Risk Customers
12794,53,2,748.21,2,Regular Customers
12795,19,1,415.48,2,Regular Customers
12797,366,1,158.32999999999998,0,At-Risk Customers
12798,10,3,6977.04,1,High-Value Customers
12802,187,1,327.12,0,At-Risk Customers
12808,37,3,315.05,2,Regular Customers
12809,178,1,421.03,0,At-Risk Customers
12811,261,3,295.4,0,At-Risk Customers
12812,45,1,155.84,0,At-Risk Customers
12814,102,1,125.92,0,At-Risk Customers
12815,148,2,768.5600000000001,0,At-Risk Customers
12816,96,2,522.1,0,At-Risk Customers
12817,281,1,166.04,0,At-Risk Customers
12818,262,1,1117.18,0,At-Risk Customers
12820,3,4,623.16,2,Regular Customers
12821,214,1,82.52,0,At-Risk Customers
12822,71,2,628.98,2,Regular Customers
12823,75,5,1759.5,2,Regular Customers
12824,60,1,260.5,0,At-Risk Customers
12826,3,7,698.27,1,High-Value Customers
12827,6,3,355.75,2,Regular Customers
12828,3,6,855.51,1,High-Value Customers
12829,337,2,277.1,0,At-Risk Customers
12830,38,6,5593.52,1,High-Value Customers
12831,262,1,199.75,0,At-Risk Customers
12832,32,2,253.63,2,Regular Customers
12833,145,1,352.74,0,At-Risk Customers
12834,283,1,154.68,0,At-Risk Customers
12836,59,4,1970.8,2,Regular Customers
12837,173,1,117.3,0,At-Risk Customers
12838,34,2,475.74,2,Regular Customers
12839,3,14,3650.4,1,High-Value Customers
12840,144,4,971.3199999999999,2,Regular Customers
12841,5,25,3538.91,1,High-Value Customers
12842,70,2,836.45,2,Regular Customers
12843,66,8,1410.86,2,Regular Customers
12844,29,2,260.61,2,Regular Customers
12845,267,4,320.24,0,At-Risk Customers
12847,22,1,575.64,2,Regular Customers
12849,31,2,819.8399999999999,2,Regular Customers
12851,97,1,105.31,0,At-Risk Customers
12852,295,1,160.95,0,At-Risk Customers
12853,135,6,1330.78,2,Regular Customers
12854,79,3,950.94,2,Regular Customers
12855,373,1,27.900000000000002,0,At-Risk Customers
12856,8,6,1623.32,1,High-Value Customers
12857,211,2,662.7,0,At-Risk Customers
12863,52,1,521.2,0,At-Risk Customers
12864,138,1,147.12,0,At-Risk Customers
12865,26,2,879.24,2,Regular Customers
12866,283,1,522.8199999999999,0,At-Risk Customers
12867,26,7,2452.21,1,High-Value Customers
12868,186,6,1125.89,2,Regular Customers
12871,84,2,350.64,0,At-Risk Customers
12872,327,2,495.61,0,At-Risk Customers
12873,282,1,170.0,0,At-Risk Customers
12875,143,2,343.2300000000001,0,At-Risk Customers
12876,58,2,1239.02,2,Regular Customers
12877,4,12,1136.17,1,High-Value Customers
12878,236,2,415.59000000000003,0,At-Risk Customers
12879,45,3,573.22,2,Regular Customers
12881,276,1,281.0,0,At-Risk Customers
12882,9,2,967.44,2,Regular Customers
12883,25,4,569.4300000000001,2,Regular Customers
12884,88,1,267.45,0,At-Risk Customers
12885,63,3,714.81,2,Regular Customers
12886,68,2,865.14,2,Regular Customers
12888,214,2,354.12,0,At-Risk Customers
12890,24,1,301.62,0,At-Risk Customers
12891,186,3,331.0,0,At-Risk Customers
12893,31,1,139.61,0,At-Risk Customers
12895,42,2,242.7,0,At-Risk Customers
12897,205,2,216.5,0,At-Risk Customers
12901,9,28,17524.64,1,High-Value Customers
12902,265,1,86.69,0,At-Risk Customers
12904,18,2,400.3,2,Regular Customers
12906,12,5,2649.45,1,High-Value Customers
12908,176,2,750.0,0,At-Risk Customers
12909,40,5,1742.55,2,Regular Customers
12910,23,8,2125.42,1,High-Value Customers
12912,3,5,1478.7,1,High-Value Customers
12913,5,5,2174.79,1,High-Value Customers
12915,149,2,277.2,0,At-Risk Customers
12916,139,4,2786.75,2,Regular Customers
12917,128,1,297.0,0,At-Risk Customers
12919,8,6,1174.15,1,High-Value Customers
12920,17,1,104.78,0,At-Risk Customers
12921,9,37,10676.29,1,High-Value Customers
12922,161,1,224.99,0,At-Risk Customers
12923,64,1,108.34,0,At-Risk Customers
12924,88,4,932.25,2,Regular Customers
12925,5,2,382.89,2,Regular Customers
12928,35,5,1185.3400000000001,2,Regular Customers
12929,312,1,74.85,0,At-Risk Customers
12930,78,2,315.0,0,At-Risk Customers
12931,22,15,37849.08,1,High-Value Customers
12933,24,3,459.57,2,Regular Customers
12935,2,7,1518.4,1,High-Value Customers
12936,17,4,837.73,2,Regular Customers
12937,15,4,955.71,2,Regular Customers
12938,26,1,114.14,0,At-Risk Customers
12939,64,8,7491.8,1,High-Value Customers
12940,55,2,635.2,2,Regular Customers
12942,131,3,560.17,0,At-Risk Customers
12944,36,2,497.17,2,Regular Customers
12945,288,1,253.65,0,At-Risk Customers
12947,144,6,963.67,2,Regular Customers
12948,16,7,1346.63,1,High-Value Customers
12949,31,8,2605.18,1,High-Value Customers
12950,2,3,565.8,2,Regular Customers
12951,9,6,881.57,2,Regular Customers
12952,6,4,973.94,2,Regular Customers
12953,10,1,230.85000000000002,2,Regular Customers
12955,1,11,3618.54,1,High-Value Customers
12956,306,1,92.27,0,At-Risk Customers
12957,10,8,2393.87,1,High-Value Customers
12962,7,2,243.79000000000002,2,Regular Customers
12963,8,8,1422.42,1,High-Value Customers
12965,89,1,472.93,0,At-Risk Customers
12966,10,1,130.18,0,At-Risk Customers
12967,358,2,1346.2,0,At-Risk Customers
12968,112,1,120.94999999999999,0,At-Risk Customers
12970,7,4,288.81,2,Regular Customers
12971,4,86,10273.47,1,High-Value Customers
12974,198,1,101.2,0,At-Risk Customers
12976,212,1,261.64,0,At-Risk Customers
12977,156,1,37.94,0,At-Risk Customers
12980,158,9,6886.740000000001,1,High-Value Customers
12981,30,2,302.74,2,Regular Customers
12982,243,1,217.14000000000001,0,At-Risk Customers
12984,19,1,67.5,0,At-Risk Customers
12985,1,2,803.33,2,Regular Customers
12987,74,2,528.7,2,Regular Customers
12988,292,1,275.87,0,At-Risk Customers
12989,3,15,6615.96,1,High-Value Customers
12990,31,3,182.0,2,Regular Customers
12991,23,2,238.08,2,Regular Customers
12993,23,4,293.76,2,Regular Customers
12994,4,3,785.62,2,Regular Customers
12995,85,1,173.16,0,At-Risk Customers
12997,22,4,1025.89,2,Regular Customers
12999,196,3,301.44,0,At-Risk Customers
13000,107,3,444.67,0,At-Risk Customers
13001,4,13,8014.54,1,High-Value Customers
13002,318,1,86.14999999999999,0,At-Risk Customers
13003,106,3,149.05,0,At-Risk Customers
13004,12,18,3860.49,1,High-Value Customers
13005,174,2,331.75,0,At-Risk Customers
13006,56,1,81.57,0,At-Risk Customers
13008,323,1,131.60999999999999,0,At-Risk Customers
13011,372,1,50.550000000000004,0,At-Risk Customers
13012,9,8,1245.65,1,High-Value Customers
13013,1,13,3748.58,1,High-Value Customers
13014,11,10,3059.2799999999997,1,High-Value Customers
13015,53,5,2048.89,2,Regular Customers
13016,73,3,512.9,2,Regular Customers
13017,7,1,204.0,2,Regular Customers
13018,16,28,4793.53,1,High-Value Customers
13021,4,9,2063.34,1,High-Value Customers
13023,64,2,520.55,2,Regular Customers
13026,1,5,838.4399999999999,1,High-Value Customers
13027,114,6,4320.0,2,Regular Customers
13028,23,2,450.94,2,Regular Customers
13029,31,3,1214.5,2,Regular Customers
13030,11,2,622.8,2,Regular Customers
13032,52,2,707.63,2,Regular Customers
13033,357,1,82.55000000000001,0,At-Risk Customers
13034,55,2,493.37,2,Regular Customers
13035,74,2,761.08,2,Regular Customers
13037,138,3,661.57,2,Regular Customers
13038,80,3,846.0600000000001,2,Regular Customers
13040,9,2,516.28,2,Regular Customers
13043,273,1,374.46,0,At-Risk Customers
13044,291,1,300.09,0,At-Risk Customers
13045,99,1,221.08,0,At-Risk Customers
13046,31,2,559.46,2,Regular Customers
13047,32,10,2374.53,1,High-Value Customers
13048,14,4,936.96,2,Regular Customers
13049,64,2,534.28,2,Regular Customers
13050,15,17,4461.28,1,High-Value Customers
13052,212,1,332.25,0,At-Risk Customers
13055,78,3,833.04,2,Regular Customers
13058,25,3,222.35,2,Regular Customers
13059,250,1,165.70000000000002,0,At-Risk Customers
13060,254,1,244.82999999999998,0,At-Risk Customers
13061,72,1,232.11,0,At-Risk Customers
13062,191,1,327.18,0,At-Risk Customers
13064,13,4,990.34,2,Regular Customers
13065,373,1,188.16,0,At-Risk Customers
13066,24,2,398.32,2,Regular Customers
13067,82,1,111.51,0,At-Risk Customers
13068,10,2,344.0,2,Regular Customers
13069,1,24,3220.2,1,High-Value Customers
13070,192,1,62.400000000000006,0,At-Risk Customers
13072,267,1,147.45000000000002,0,At-Risk Customers
13075,130,1,652.81,0,At-Risk Customers
13077,1,4,581.66,2,Regular Customers
13078,3,26,9970.22,1,High-Value Customers
13079,4,5,220.10000000000002,2,Regular Customers
13080,179,1,58.08,0,At-Risk Customers
13081,12,11,15150.32,1,High-Value Customers
13082,126,9,3149.63,1,High-Value Customers
13083,4,2,212.67,2,Regular Customers
13085,158,2,297.38,0,At-Risk Customers
13089,3,97,42311.45,1,High-Value Customers
13090,9,14,7303.95,1,High-Value Customers
13091,28,1,300.34,0,At-Risk Customers
13092,71,5,368.13,2,Regular Customers
13093,276,8,5174.97,1,High-Value Customers
13094,21,12,1469.4,1,High-Value Customers
13095,71,1,55.67999999999999,0,At-Risk Customers
13097,33,10,4361.47,1,High-Value Customers
13098,1,28,20532.73,1,High-Value Customers
13099,99,1,207.35999999999999,0,At-Risk Customers
13101,234,1,101.19,0,At-Risk Customers
13102,1,24,4658.79,1,High-Value Customers
13103,40,1,169.54,0,At-Risk Customers
13104,3,6,1068.48,1,High-Value Customers
13106,133,1,76.5,0,At-Risk Customers
13107,44,4,1194.3,2,Regular Customers
13108,373,1,350.06,0,At-Risk Customers
13109,60,2,520.84,2,Regular Customers
13110,31,7,1140.6000000000001,2,Regular Customers
13113,1,24,11702.24,1,High-Value Customers
13115,12,4,1051.53,2,Regular Customers
13116,138,1,318.56,0,At-Risk Customers
13117,22,8,764.61,2,Regular Customers
13118,20,5,887.47,2,Regular Customers
13120,239,1,30.599999999999998,0,At-Risk Customers
13121,269,1,190.63,0,At-Risk Customers
13122,94,2,382.25,0,At-Risk Customers
13124,90,3,2572.57,2,Regular Customers
13126,5,8,1482.3,1,High-Value Customers
13127,78,1,204.62,0,At-Risk Customers
13130,94,1,64.0,0,At-Risk Customers
13131,23,3,831.6999999999999,2,Regular Customers
13132,262,1,77.3,0,At-Risk Customers
13133,274,2,90.0,0,At-Risk Customers
13134,86,4,966.86,2,Regular Customers
13135,197,1,3096.0,2,Regular Customers
13136,56,5,1669.63,2,Regular Customers
13137,11,8,2221.48,1,High-Value Customers
13138,22,6,642.23,2,Regular Customers
13139,16,7,2985.08,1,High-Value Customers
13140,108,3,387.1,0,At-Risk Customers
13141,85,5,1227.53,2,Regular Customers
13142,19,1,217.28,0,At-Risk Customers
13144,333,1,87.35,0,At-Risk Customers
13145,40,4,618.52,2,Regular Customers
13146,26,1,192.03,0,At-Risk Customers
13147,10,4,712.8000000000001,2,Regular Customers
13148,29,12,2916.27,1,High-Value Customers
13149,14,4,1323.6399999999999,2,Regular Customers
13151,296,1,727.71,0,At-Risk Customers
13153,6,1,402.46000000000004,2,Regular Customers
13155,33,4,680.36,2,Regular Customers
13157,49,4,1029.32,2,Regular Customers
13158,95,4,608.86,2,Regular Customers
13159,9,4,1022.68,2,Regular Customers
13160,22,1,91.8,0,At-Risk Customers
13161,313,1,104.25,0,At-Risk Customers
13162,122,4,1176.71,2,Regular Customers
13165,46,2,815.58,2,Regular Customers
13166,283,1,311.3,0,At-Risk Customers
13167,19,4,700.21,2,Regular Customers
13168,36,4,925.1899999999999,2,Regular Customers
13169,64,2,526.6800000000001,2,Regular Customers
13170,27,1,83.25,0,At-Risk Customers
13171,22,3,394.85,2,Regular Customers
13173,4,2,277.0,2,Regular Customers
13174,16,3,1882.25,2,Regular Customers
13176,46,1,396.0,0,At-Risk Customers
13177,65,1,119.85000000000001,0,At-Risk Customers
13178,26,11,2177.32,1,High-Value Customers
13182,45,1,44.14,0,At-Risk Customers
13183,8,9,2857.0800000000004,1,High-Value Customers
13184,15,10,1400.17,1,High-Value Customers
13185,268,1,71.4,0,At-Risk Customers
13186,40,3,978.19,2,Regular Customers
13187,337,1,172.24,0,At-Risk Customers
